[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2025-12-31T14:29:44.039+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2561, completion-tokens, 90, total-tokens, 2651, cost-ms, 3265, requestId, 682540b4-07a4-9eb2-bd3e-8f499e1fa4c7, temperature, 0
[2025-12-31T14:29:50.773+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2948, completion-tokens, 86, total-tokens, 3034, cost-ms, 3526, requestId, a4dc8d51-297d-9064-b8b6-67fa374c6de7, temperature, 0
[2025-12-31T14:29:54.331+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3072, completion-tokens, 2, total-tokens, 3074, cost-ms, 1310, requestId, 356638b2-69f1-9417-a679-6a796ed05bc7, temperature, 0
[2025-12-31T14:38:19.910+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2561, completion-tokens, 90, total-tokens, 2651, cost-ms, 3297, requestId, 6106939c-b948-9ec7-9848-b099eb9d4ca7, temperature, 0
[2025-12-31T14:38:26.001+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2948, completion-tokens, 86, total-tokens, 3034, cost-ms, 2930, requestId, 158073dc-7b3d-9980-8fad-018dc8f99a79, temperature, 0
[2025-12-31T14:38:31.114+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3072, completion-tokens, 87, total-tokens, 3159, cost-ms, 2870, requestId, cd52b4e6-4ef6-9412-9929-cfb9770c2f03, temperature, 0
[2025-12-31T14:38:36.506+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3197, completion-tokens, 84, total-tokens, 3281, cost-ms, 3068, requestId, 78205ee9-47ad-9c5f-bbfa-8c1668a039fd, temperature, 0
[2025-12-31T14:38:42.843+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3319, completion-tokens, 88, total-tokens, 3407, cost-ms, 3691, requestId, 0aece4a9-184e-9795-8fa6-c997ccec76c7, temperature, 0
[2025-12-31T14:38:49.192+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3445, completion-tokens, 88, total-tokens, 3533, cost-ms, 3716, requestId, a110342c-af21-9f1b-b9cf-a78c6ec50f76, temperature, 0
[2025-12-31T14:38:56.629+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3571, completion-tokens, 84, total-tokens, 3655, cost-ms, 4444, requestId, 4b65b97b-d1ee-966e-a636-3985d96982d7, temperature, 0
[2025-12-31T14:39:03.737+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3693, completion-tokens, 114, total-tokens, 3807, cost-ms, 3341, requestId, 2d08a7ef-a320-9036-801e-fa16079c7e9a, temperature, 0
[2025-12-31T14:39:15.313+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3845, completion-tokens, 86, total-tokens, 3931, cost-ms, 3236, requestId, 553d07d8-8b20-9a6a-b88c-d0498efda541, temperature, 0
[2025-12-31T14:39:23.100+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3969, completion-tokens, 86, total-tokens, 4055, cost-ms, 3576, requestId, 361c3fd3-65ff-9c32-aa8e-45a1aeb0ac2c, temperature, 0
[2025-12-31T14:39:30.928+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4093, completion-tokens, 90, total-tokens, 4183, cost-ms, 3670, requestId, aa21c657-2829-9f7f-af0b-c4b4925b8849, temperature, 0
[2025-12-31T14:39:37.840+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4221, completion-tokens, 86, total-tokens, 4307, cost-ms, 2858, requestId, 2d735df9-fd67-9a21-805a-da646e449ce9, temperature, 0
[2025-12-31T14:39:45.203+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4345, completion-tokens, 88, total-tokens, 4433, cost-ms, 3137, requestId, a4c53329-b4df-9998-a8c8-6c99b74d0f6e, temperature, 0
[2025-12-31T14:39:52.330+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4471, completion-tokens, 88, total-tokens, 4559, cost-ms, 2977, requestId, b16209f4-81f6-9f8b-8d0e-7176031e8f1d, temperature, 0
[2025-12-31T14:40:00.204+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4597, completion-tokens, 86, total-tokens, 4683, cost-ms, 3260, requestId, 85152b8f-091e-9b83-b12a-533e640b2343, temperature, 0
[2025-12-31T14:40:04.826+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4721, completion-tokens, 34, total-tokens, 4755, cost-ms, 1576, requestId, e6f68af1-e15b-996b-8257-bd11095b524b, temperature, 0
[2025-12-31T14:40:09.682+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4793, completion-tokens, 34, total-tokens, 4827, cost-ms, 2293, requestId, 3304c1ce-cf9a-9ab3-bcf2-7122fd344aa9, temperature, 0
[2025-12-31T14:40:15.939+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 4865, completion-tokens, 84, total-tokens, 4949, cost-ms, 3175, requestId, ac4ac1c9-5bef-95f1-8a6c-567a58ac838d, temperature, 0
[2025-12-31T14:40:22.413+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 94, total-tokens, 2608, cost-ms, 2902, requestId, 05d413df-a175-916b-a349-607b6a53b2c4, temperature, 0
[2025-12-31T14:40:28.472+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 80, total-tokens, 2592, cost-ms, 2568, requestId, d903e3fd-9e10-9f26-9313-fe97f34d1686, temperature, 0
[2025-12-31T14:40:34.494+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2889, completion-tokens, 84, total-tokens, 2973, cost-ms, 2746, requestId, 8676f899-ee0f-95ef-8dcf-4f3f376483aa, temperature, 0
[2025-12-31T14:40:41.557+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 883, completion-tokens, 90, total-tokens, 973, cost-ms, 3361, requestId, 7b6742cf-939f-9070-b4d1-4f61ee2f0c50, temperature, 0
[2025-12-31T14:48:19.541+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2391, requestId, 27824580-1156-9d65-86bc-80644315b0c7, temperature, 0
[2025-12-31T15:28:10.963+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 92, total-tokens, 2606, cost-ms, 3245, requestId, 1f9025eb-5040-9f61-a13a-237ca7506df1, temperature, 0
[2025-12-31T15:28:16.188+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1704, requestId, f11aeb19-551c-96ce-8e7a-4e7d8b83f2e5, temperature, 0
[2025-12-31T15:28:20.362+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 86, total-tokens, 2598, cost-ms, 3126, requestId, fb379ac7-eb3e-9720-9d92-9a63e5bf8b5d, temperature, 0
[2025-12-31T15:33:01.667+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2234, requestId, 640b7dfe-1ddf-9b75-b7e9-8aacb73067e1, temperature, 0
[2025-12-31T15:33:08.867+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 94, total-tokens, 2610, cost-ms, 3741, requestId, 4a2a6ca3-ea41-97e3-8d53-fa4aa7ae181c, temperature, 0
[2025-12-31T15:33:13.356+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 48, total-tokens, 2563, cost-ms, 1916, requestId, 9316cca0-32a2-9a7e-a3dc-a05f5cd90aef, temperature, 0
[2025-12-31T15:33:17.957+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2860, completion-tokens, 84, total-tokens, 2944, cost-ms, 3469, requestId, c9f6d8d1-c8b4-935c-bf3b-eada6b3ad73c, temperature, 0
[2025-12-31T15:33:22.264+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 4, total-tokens, 2515, cost-ms, 1381, requestId, 6143b8ac-4d05-9da7-90ea-db84d0339244, temperature, 0
[2025-12-31T15:37:00.262+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2667, requestId, 0554016f-f538-966a-8d42-363ca6a9d0f6, temperature, 0
[2025-12-31T15:37:06.424+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1712, requestId, e5f5e314-1961-9b5f-a86b-d453c55e2a8c, temperature, 0
[2025-12-31T15:37:12.940+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1748, requestId, 00dc5fcf-343c-9f4f-8510-5af4059779bd, temperature, 0
[2025-12-31T15:37:18.419+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 33, total-tokens, 2544, cost-ms, 2647, requestId, f39eeeea-3cca-9899-a0dd-63c8519aaf6f, temperature, 0
[2025-12-31T15:41:49.812+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1869, requestId, 517bbebe-0e5e-9a94-b506-b5bb3e4d0d05, temperature, 0
[2025-12-31T15:41:56.101+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1811, requestId, ba0cfed5-394e-9fcf-812e-ef1417d2af7d, temperature, 0
[2025-12-31T15:42:03.045+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1849, requestId, 74b85115-199d-997c-a5fc-76b2d0c7bffa, temperature, 0
[2025-12-31T15:42:08.590+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 62, total-tokens, 2573, cost-ms, 2664, requestId, c13be58f-86e5-98e7-a191-d336f9308c09, temperature, 0
[2025-12-31T15:42:14.594+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2870, completion-tokens, 62, total-tokens, 2932, cost-ms, 2163, requestId, 141633b5-80fd-9ded-a44f-1a17ea37bcb8, temperature, 0
[2025-12-31T15:42:21.269+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2970, completion-tokens, 62, total-tokens, 3032, cost-ms, 3017, requestId, 2917315b-076d-9d53-bbf6-ddd11f8c1b45, temperature, 0
[2025-12-31T15:42:28.845+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 88, total-tokens, 2601, cost-ms, 2946, requestId, 72d807fa-75b1-9f7c-9f69-366ac7c1427f, temperature, 0
[2025-12-31T15:42:34.898+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2898, completion-tokens, 93, total-tokens, 2991, cost-ms, 3375, requestId, 115915ee-588c-94eb-9139-3722d62a6cf8, temperature, 0
[2025-12-31T15:42:40.564+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 84, total-tokens, 3113, cost-ms, 2752, requestId, 291af813-abc1-9196-adb9-d11752a06b0b, temperature, 0
[2025-12-31T15:43:11.661+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1715, requestId, 252ecd4d-4f78-9aaf-ab26-f844504860c4, temperature, 0
[2025-12-31T15:43:19.157+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 3096, requestId, 49b6d790-9194-9279-8d9a-f0856a0b9fe7, temperature, 0
[2025-12-31T15:43:25.357+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1526, requestId, e46f9096-b08d-9d16-92e1-3a3d0be200f7, temperature, 0
[2025-12-31T15:43:43.460+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 36, total-tokens, 529, cost-ms, 1464, requestId, 381d1a4f-dd91-9f65-8d51-91bbb99e0a67, temperature, 0
[2025-12-31T15:43:48.405+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1915, requestId, 4c6e99b6-dcf8-9c10-91fc-88fe2228a68a, temperature, 0
[2025-12-31T15:43:53.770+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1857, requestId, 48c8cecd-4fcb-999a-8d43-5eadc8c737e8, temperature, 0
[2025-12-31T15:44:24.738+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2207, requestId, aac0a984-aac7-9ff0-9be4-6229373b163a, temperature, 0
[2025-12-31T15:44:31.981+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 2784, requestId, b820ae35-5913-9f61-a549-909067b00cbd, temperature, 0
[2025-12-31T15:44:38.416+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1572, requestId, 7301f6fc-cce7-94dd-aa7d-05a2f5ff7f5e, temperature, 0
[2025-12-31T15:44:56.859+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 36, total-tokens, 529, cost-ms, 1840, requestId, 869549d6-a03c-990e-810c-414a5f1d6103, temperature, 0
[2025-12-31T15:45:01.404+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1582, requestId, fd3e4409-6ad4-9884-aad9-1c77156e6517, temperature, 0
[2025-12-31T15:45:06.677+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1749, requestId, 7e9ebf51-4a4f-9518-95ff-f616a13a843c, temperature, 0
[2025-12-31T15:48:19.180+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1761, requestId, 96465af6-ea0f-9be1-af2a-bc4c29aaab97, temperature, 0
[2025-12-31T15:48:25.270+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1725, requestId, ae930c45-595f-9407-b6e1-6f9ade97a825, temperature, 0
[2025-12-31T15:48:31.814+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1531, requestId, 77468c73-d2c3-9132-b2b4-04694173b020, temperature, 0
[2025-12-31T15:48:50.617+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 90, total-tokens, 2606, cost-ms, 3516, requestId, 9f12ee8f-7adc-9269-96ee-865231293db6, temperature, 0
[2025-12-31T15:48:56.481+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2903, completion-tokens, 93, total-tokens, 2996, cost-ms, 3336, requestId, 797fba9e-d259-9999-b6e8-4a17a0908dc5, temperature, 0
[2025-12-31T15:49:10.111+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3034, completion-tokens, 86, total-tokens, 3120, cost-ms, 10712, requestId, f7ec5cc1-9875-9e9d-a811-a041c89b6ca4, temperature, 0
[2025-12-31T15:49:18.555+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2515, completion-tokens, 89, total-tokens, 2604, cost-ms, 3498, requestId, 22a3b2b5-31d5-9f86-85bb-7b69419f3a04, temperature, 0
[2025-12-31T15:49:27.909+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 89, total-tokens, 2605, cost-ms, 3375, requestId, 69d2517f-fe79-922b-b43d-3f55379b82c7, temperature, 0
[2025-12-31T15:49:37.081+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 889, completion-tokens, 56, total-tokens, 945, cost-ms, 2163, requestId, c7262c1d-b415-9af9-b552-c85d0038e254, temperature, 0
[2025-12-31T15:53:48.903+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1975, requestId, 52f0cee9-6eaa-96e2-a4d9-db573b2cec3d, temperature, 0
[2025-12-31T15:53:55.414+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1996, requestId, c5793339-64f3-9d83-8846-53f91ffe0665, temperature, 0
[2025-12-31T15:54:02.169+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1651, requestId, ca667b9e-bf52-9541-8528-be5dfe5dc5de, temperature, 0
[2025-12-31T15:54:19.650+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 38, total-tokens, 535, cost-ms, 1939, requestId, a1c06f56-49c1-9388-a499-8bb99b0a077a, temperature, 0
[2025-12-31T15:54:53.259+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2131, requestId, 082e3211-64d1-9a90-8d4d-6e70bb788b82, temperature, 0
[2025-12-31T15:55:00.102+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 2420, requestId, aafea72f-87c4-99dd-9d12-488275e3ddbf, temperature, 0
[2025-12-31T15:55:06.414+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1623, requestId, b6ac7578-8b0d-9d2c-bf59-a42d55ad3aae, temperature, 0
[2025-12-31T15:55:11.456+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 61, total-tokens, 2572, cost-ms, 2200, requestId, 5c6d7857-ad04-9ff2-96bb-fdd8bffd17c0, temperature, 0
[2025-12-31T16:01:22.805+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2061, requestId, 4e3bd76c-363d-933d-86f1-1848147f24d1, temperature, 0
[2025-12-31T16:01:29.398+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 2107, requestId, 27ab27a1-ef9c-96a5-b3d8-272a18e09ee5, temperature, 0
[2025-12-31T16:01:35.699+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1536, requestId, 6e8868d1-8331-9ef9-9f97-2df235f4b600, temperature, 0
[2025-12-31T16:01:40.945+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 72, total-tokens, 2586, cost-ms, 2438, requestId, 32f8d132-668f-9d3c-948a-a370964e3d00, temperature, 0
[2025-12-31T16:01:47.713+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2883, completion-tokens, 73, total-tokens, 2956, cost-ms, 2828, requestId, d0911bad-519d-929f-b7ae-03a7aa5a3e5b, temperature, 0
[2025-12-31T16:01:54.430+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2994, completion-tokens, 73, total-tokens, 3067, cost-ms, 2663, requestId, 032b18c4-0630-9617-96ca-ee98aab60f2d, temperature, 0
[2025-12-31T16:04:12.837+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2375, requestId, 7a12212f-c0ec-93a3-9355-649d00eede16, temperature, 0
[2025-12-31T16:04:19.040+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 497, completion-tokens, 36, total-tokens, 533, cost-ms, 1804, requestId, 6d79fe19-5cc2-90ce-87cb-dcb841e9ba52, temperature, 0
[2025-12-31T16:04:25.734+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 34, total-tokens, 527, cost-ms, 1676, requestId, 456a4efe-4f99-9e32-b337-de64fbdadb4b, temperature, 0
[2025-12-31T16:04:32.964+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2524, completion-tokens, 138, total-tokens, 2662, cost-ms, 4410, requestId, c8047d58-1d7b-9870-a0ac-38d3ed465e63, temperature, 0
[2025-12-31T16:14:54.319+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1846, requestId, 615a3b57-f6fe-9d2d-b3f5-7f0e0b52a9b1, temperature, 0
